system:index,area_m2,count,crop,date,full,mean,name,valid_frac,.geo
20250414T013659_20250414T013653_T53SPA_12,1870,16,越南315号 原種,2025-04-14,12,0.19880460869216734,C4,1.3333333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250414T013659_20250414T013653_T53SPA_13,3610,42,キヌヒカリ 原原種・原種,2025-04-14,30,0.4309121283846752,C5,1.4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250414T013659_20250414T013653_T53SPA_14,1090,15,休耕,2025-04-14,6,0.3686519558371301,C6,2.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250414T013659_20250414T013653_T53SPA_15,3560,36,いちほまれ 原種,2025-04-14,30,0.41115418631432193,D1,1.2,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250414T013659_20250414T013653_T53SPA_16,1080,12,休耕,2025-04-14,6,0.357021121616894,D2,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250414T013659_20250414T013653_T53SPV_0,3020,28,コシヒカリ 原種,2025-04-14,28,0.31473841589887924,A1,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250414T013659_20250414T013653_T53SPV_1,2950,28,はねうまもち 系統・原原原種・原原種,2025-04-14,21,0.27911445100064186,A2,1.3333333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250414T013659_20250414T013653_T53SPV_2,1740,14,県大3号・はねうまもち 系統・原原原種・原原種,2025-04-14,7,0.180033928125325,A3,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250414T013659_20250414T013653_T53SPV_3,1440,18,"カグラモチ 原原種・原種（A4-1+A4-2, 幅19m）",2025-04-14,14,0.42624640836858435,A4,1.2857142857142858,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250414T013659_20250414T013653_T53SPV_4,2189,26,"越南315号・系統・イクヒカリ（A5-1〜3, 幅28m）",2025-04-14,14,0.30247484797228963,A5,1.8571428571428572,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250414T013659_20250414T013653_T53SPV_5,3830,40,コシヒカリ 原種,2025-04-14,27,0.4376124269540978,B1,1.4814814814814814,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250414T013659_20250414T013653_T53SPV_6,4120,50,コシヒカリ 原原種・原種,2025-04-14,36,0.19032688618483942,B2,1.3888888888888888,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250414T013659_20250414T013653_T53SPV_7,3000,29,コシヒカリ 原種,2025-04-14,27,0.3712914612013068,B3,1.0740740740740742,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250414T013659_20250414T013653_T53SPV_8,2420,17,ファイバースノウ 系統・原原原種・原原種,2025-04-14,12,0.6800583106763968,B4,1.4166666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250414T013659_20250414T013653_T53SPV_9,4040,32,あきさかり 原種,2025-04-14,35,0.6669850783488073,C1,0.9142857142857143,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250414T013659_20250414T013653_T53SPV_10,3960,32,ハナエチゼン 原種,2025-04-14,28,0.12258672892674942,C2,1.1428571428571428,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250414T013659_20250414T013653_T53SPV_11,1810,20,休耕,2025-04-14,15,0.22898950231053924,C3,1.3333333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250414T013659_20250414T013653_T53SPV_12,1870,16,越南315号 原種,2025-04-14,12,0.2019587052477544,C4,1.3333333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250414T013659_20250414T013653_T53SPV_13,3610,42,キヌヒカリ 原原種・原種,2025-04-14,30,0.41895569719277287,C5,1.4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250414T013659_20250414T013653_T53SPV_14,1090,15,休耕,2025-04-14,6,0.36211804291572763,C6,2.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250414T013659_20250414T013653_T53SPV_15,3560,36,いちほまれ 原種,2025-04-14,30,0.40733061090337624,D1,1.2,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250414T013659_20250414T013653_T53SPV_16,1080,12,休耕,2025-04-14,6,0.35169048818436255,D2,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250421T014111_20250421T014109_T53SPA_0,3020,28,コシヒカリ 原種,2025-04-21,28,0.29264103465172076,A1,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250421T014111_20250421T014109_T53SPA_1,2950,28,はねうまもち 系統・原原原種・原原種,2025-04-21,21,0.1534233930233807,A2,1.3333333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250421T014111_20250421T014109_T53SPA_2,1740,14,県大3号・はねうまもち 系統・原原原種・原原種,2025-04-21,7,0.13223529055333144,A3,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250421T014111_20250421T014109_T53SPA_3,1440,18,"カグラモチ 原原種・原種（A4-1+A4-2, 幅19m）",2025-04-21,14,0.4315616659816374,A4,1.2857142857142858,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250421T014111_20250421T014109_T53SPA_4,2189,26,"越南315号・系統・イクヒカリ（A5-1〜3, 幅28m）",2025-04-21,14,0.2902111899618412,A5,1.8571428571428572,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250421T014111_20250421T014109_T53SPA_5,3830,40,コシヒカリ 原種,2025-04-21,27,0.4558318263318535,B1,1.4814814814814814,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250421T014111_20250421T014109_T53SPA_6,4120,50,コシヒカリ 原原種・原種,2025-04-21,36,0.18856885342058688,B2,1.3888888888888888,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250421T014111_20250421T014109_T53SPA_7,3000,29,コシヒカリ 原種,2025-04-21,27,0.21992138277888568,B3,1.0740740740740742,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250421T014111_20250421T014109_T53SPA_8,2420,17,ファイバースノウ 系統・原原原種・原原種,2025-04-21,12,0.7409369287350696,B4,1.4166666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250421T014111_20250421T014109_T53SPA_9,4040,32,あきさかり 原種,2025-04-21,35,0.28769351866788173,C1,0.9142857142857143,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250421T014111_20250421T014109_T53SPA_10,3960,32,ハナエチゼン 原種,2025-04-21,28,0.14267081236179868,C2,1.1428571428571428,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250421T014111_20250421T014109_T53SPA_11,1810,20,休耕,2025-04-21,15,0.1765943306766536,C3,1.3333333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250421T014111_20250421T014109_T53SPA_12,1870,16,越南315号 原種,2025-04-21,12,0.156457470296583,C4,1.3333333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250421T014111_20250421T014109_T53SPA_13,3610,42,キヌヒカリ 原原種・原種,2025-04-21,30,0.1877991265079942,C5,1.4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250421T014111_20250421T014109_T53SPA_14,1090,15,休耕,2025-04-21,6,0.3218246839962194,C6,2.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250421T014111_20250421T014109_T53SPA_15,3560,36,いちほまれ 原種,2025-04-21,30,0.4452639755614844,D1,1.2,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250421T014111_20250421T014109_T53SPA_16,1080,12,休耕,2025-04-21,6,0.3072088682141901,D2,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250421T014111_20250421T014109_T53SPV_0,3020,28,コシヒカリ 原種,2025-04-21,28,0.2937147383106678,A1,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250421T014111_20250421T014109_T53SPV_1,2950,28,はねうまもち 系統・原原原種・原原種,2025-04-21,21,0.1683295407423853,A2,1.3333333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250421T014111_20250421T014109_T53SPV_2,1740,14,県大3号・はねうまもち 系統・原原原種・原原種,2025-04-21,7,0.1485300510097141,A3,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250421T014111_20250421T014109_T53SPV_3,1440,18,"カグラモチ 原原種・原種（A4-1+A4-2, 幅19m）",2025-04-21,14,0.4237431997430212,A4,1.2857142857142858,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250421T014111_20250421T014109_T53SPV_4,2189,26,"越南315号・系統・イクヒカリ（A5-1〜3, 幅28m）",2025-04-21,14,0.2928312802710267,A5,1.8571428571428572,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250421T014111_20250421T014109_T53SPV_5,3830,40,コシヒカリ 原種,2025-04-21,27,0.44081671317866705,B1,1.4814814814814814,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250421T014111_20250421T014109_T53SPV_6,4120,50,コシヒカリ 原原種・原種,2025-04-21,36,0.20066465718934856,B2,1.3888888888888888,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250421T014111_20250421T014109_T53SPV_7,3000,29,コシヒカリ 原種,2025-04-21,27,0.22871068338608008,B3,1.0740740740740742,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250421T014111_20250421T014109_T53SPV_8,2420,17,ファイバースノウ 系統・原原原種・原原種,2025-04-21,12,0.7093342158487248,B4,1.4166666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250421T014111_20250421T014109_T53SPV_9,4040,32,あきさかり 原種,2025-04-21,35,0.2885680847085829,C1,0.9142857142857143,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250421T014111_20250421T014109_T53SPV_10,3960,32,ハナエチゼン 原種,2025-04-21,28,0.15905131695176525,C2,1.1428571428571428,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250421T014111_20250421T014109_T53SPV_11,1810,20,休耕,2025-04-21,15,0.1895969906712824,C3,1.3333333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250421T014111_20250421T014109_T53SPV_12,1870,16,越南315号 原種,2025-04-21,12,0.17158777619016777,C4,1.3333333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250421T014111_20250421T014109_T53SPV_13,3610,42,キヌヒカリ 原原種・原種,2025-04-21,30,0.20119442068303742,C5,1.4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250421T014111_20250421T014109_T53SPV_14,1090,15,休耕,2025-04-21,6,0.32332165809167585,C6,2.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250421T014111_20250421T014109_T53SPV_15,3560,36,いちほまれ 原種,2025-04-21,30,0.43926227853129646,D1,1.2,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250421T014111_20250421T014109_T53SPV_16,1080,12,休耕,2025-04-21,6,0.31008241144418786,D2,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250511T014111_20250511T014710_T53SPA_0,3020,20,コシヒカリ 原種,2025-05-11,28,0.2635070362674352,A1,0.7142857142857143,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250511T014111_20250511T014710_T53SPA_1,2950,28,はねうまもち 系統・原原原種・原原種,2025-05-11,21,0.17705758064391702,A2,1.3333333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250511T014111_20250511T014710_T53SPA_2,1740,14,県大3号・はねうまもち 系統・原原原種・原原種,2025-05-11,7,0.21698875493021338,A3,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250511T014111_20250511T014710_T53SPA_3,1440,18,"カグラモチ 原原種・原種（A4-1+A4-2, 幅19m）",2025-05-11,14,0.3802934225594377,A4,1.2857142857142858,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250511T014111_20250511T014710_T53SPA_4,2189,26,"越南315号・系統・イクヒカリ（A5-1〜3, 幅28m）",2025-05-11,14,0.30618215486347433,A5,1.8571428571428572,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250511T014111_20250511T014710_T53SPA_6,4120,50,コシヒカリ 原原種・原種,2025-05-11,36,0.20195623523372921,B2,1.3888888888888888,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250511T014111_20250511T014710_T53SPA_7,3000,29,コシヒカリ 原種,2025-05-11,27,0.08385042554207896,B3,1.0740740740740742,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250511T014111_20250511T014710_T53SPA_8,2420,17,ファイバースノウ 系統・原原原種・原原種,2025-05-11,12,0.7022955662627778,B4,1.4166666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250511T014111_20250511T014710_T53SPA_9,4040,32,あきさかり 原種,2025-05-11,35,0.25977895773122983,C1,0.9142857142857143,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250511T014111_20250511T014710_T53SPA_10,3960,32,ハナエチゼン 原種,2025-05-11,28,0.33304446411230376,C2,1.1428571428571428,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250511T014111_20250511T014710_T53SPA_11,1810,20,休耕,2025-05-11,15,0.18505799084770624,C3,1.3333333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250511T014111_20250511T014710_T53SPA_12,1870,16,越南315号 原種,2025-05-11,12,0.33927212204990476,C4,1.3333333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250511T014111_20250511T014710_T53SPA_13,3610,42,キヌヒカリ 原原種・原種,2025-05-11,30,-0.0018540974058110162,C5,1.4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250511T014111_20250511T014710_T53SPA_14,1090,15,休耕,2025-05-11,6,0.25339241354182385,C6,2.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250511T014111_20250511T014710_T53SPA_15,3560,36,いちほまれ 原種,2025-05-11,30,0.49938634311906305,D1,1.2,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250511T014111_20250511T014710_T53SPA_16,1080,10,休耕,2025-05-11,6,0.2859149811849423,D2,1.6666666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250519T013711_20250519T013708_T53SPA_0,3020,28,コシヒカリ 原種,2025-05-19,28,0.27068050962350204,A1,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250519T013711_20250519T013708_T53SPA_1,2950,28,はねうまもち 系統・原原原種・原原種,2025-05-19,21,0.21050505417251583,A2,1.3333333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250519T013711_20250519T013708_T53SPA_2,1740,14,県大3号・はねうまもち 系統・原原原種・原原種,2025-05-19,7,0.30649579794695847,A3,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250519T013711_20250519T013708_T53SPA_3,1440,18,"カグラモチ 原原種・原種（A4-1+A4-2, 幅19m）",2025-05-19,14,0.35400518130291664,A4,1.2857142857142858,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250519T013711_20250519T013708_T53SPA_4,2189,26,"越南315号・系統・イクヒカリ（A5-1〜3, 幅28m）",2025-05-19,14,0.32373627737353333,A5,1.8571428571428572,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250519T013711_20250519T013708_T53SPA_5,3830,40,コシヒカリ 原種,2025-05-19,27,0.17024884622467037,B1,1.4814814814814814,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250519T013711_20250519T013708_T53SPA_6,4120,50,コシヒカリ 原原種・原種,2025-05-19,36,0.26840401457969554,B2,1.3888888888888888,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250519T013711_20250519T013708_T53SPA_7,3000,29,コシヒカリ 原種,2025-05-19,27,0.312290524672384,B3,1.0740740740740742,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250519T013711_20250519T013708_T53SPA_8,2420,17,ファイバースノウ 系統・原原原種・原原種,2025-05-19,12,0.5880552234998179,B4,1.4166666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250519T013711_20250519T013708_T53SPA_9,4040,32,あきさかり 原種,2025-05-19,35,0.1520404452963163,C1,0.9142857142857143,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250519T013711_20250519T013708_T53SPA_10,3960,32,ハナエチゼン 原種,2025-05-19,28,0.2217620939668107,C2,1.1428571428571428,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250519T013711_20250519T013708_T53SPA_11,1810,20,休耕,2025-05-19,15,-0.006206302955650985,C3,1.3333333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250519T013711_20250519T013708_T53SPA_12,1870,16,越南315号 原種,2025-05-19,12,0.28154730290025487,C4,1.3333333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250519T013711_20250519T013708_T53SPA_13,3610,42,キヌヒカリ 原原種・原種,2025-05-19,30,0.18987533017363284,C5,1.4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250519T013711_20250519T013708_T53SPA_14,1090,15,休耕,2025-05-19,6,0.2600522063721911,C6,2.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250519T013711_20250519T013708_T53SPA_15,3560,36,いちほまれ 原種,2025-05-19,30,0.22943689320398372,D1,1.2,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250519T013711_20250519T013708_T53SPA_16,1080,12,休耕,2025-05-19,6,0.2808061783900582,D2,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250703T013659_20250703T013654_T53SPA_16,1080,9,休耕,2025-07-03,6,0.40626199683045644,D2,1.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250708T013711_20250708T014329_T53SPA_0,3020,28,コシヒカリ 原種,2025-07-08,28,0.39619811759696616,A1,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250708T013711_20250708T014329_T53SPA_1,2950,28,はねうまもち 系統・原原原種・原原種,2025-07-08,21,0.5680038265076097,A2,1.3333333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250708T013711_20250708T014329_T53SPA_2,1740,14,県大3号・はねうまもち 系統・原原原種・原原種,2025-07-08,7,0.6634811274748192,A3,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250708T013711_20250708T014329_T53SPA_3,1440,18,"カグラモチ 原原種・原種（A4-1+A4-2, 幅19m）",2025-07-08,14,0.38046430710085694,A4,1.2857142857142858,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250708T013711_20250708T014329_T53SPA_4,2189,26,"越南315号・系統・イクヒカリ（A5-1〜3, 幅28m）",2025-07-08,14,0.6039527399450089,A5,1.8571428571428572,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250708T013711_20250708T014329_T53SPA_5,3830,40,コシヒカリ 原種,2025-07-08,27,0.6093624298083116,B1,1.4814814814814814,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250708T013711_20250708T014329_T53SPA_6,4120,50,コシヒカリ 原原種・原種,2025-07-08,36,0.5884909646076603,B2,1.3888888888888888,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250708T013711_20250708T014329_T53SPA_7,3000,29,コシヒカリ 原種,2025-07-08,27,0.5783737173599853,B3,1.0740740740740742,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250708T013711_20250708T014329_T53SPA_8,2420,17,ファイバースノウ 系統・原原原種・原原種,2025-07-08,12,0.32279339089663145,B4,1.4166666666666667,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250708T013711_20250708T014329_T53SPA_9,4040,32,あきさかり 原種,2025-07-08,35,0.6969818418600475,C1,0.9142857142857143,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250708T013711_20250708T014329_T53SPA_10,3960,32,ハナエチゼン 原種,2025-07-08,28,0.7152703553442223,C2,1.1428571428571428,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250708T013711_20250708T014329_T53SPA_11,1810,20,休耕,2025-07-08,15,0.7247814253048565,C3,1.3333333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250708T013711_20250708T014329_T53SPA_12,1870,16,越南315号 原種,2025-07-08,12,0.7018140044933601,C4,1.3333333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250708T013711_20250708T014329_T53SPA_13,3610,42,キヌヒカリ 原原種・原種,2025-07-08,30,0.6513043760345801,C5,1.4,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250708T013711_20250708T014329_T53SPA_14,1090,15,休耕,2025-07-08,6,0.5413428080601783,C6,2.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250708T013711_20250708T014329_T53SPA_15,3560,36,いちほまれ 原種,2025-07-08,30,0.4612663331110714,D1,1.2,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250708T013711_20250708T014329_T53SPA_16,1080,12,休耕,2025-07-08,6,0.6624532708791144,D2,2.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20250708T013711_20250708T014329_T53SPV_0,3020,28,コシヒカリ 原種,2025-07-08,28,0.39066695115732303,A1,1.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
